年份,cid
2019,116735636
2019,114232032
2019,115360676
2019,115138295
2019,114834392
2019,115518760
2019,115485954
2019,114180190
2019,114587183
2019,114091108
2019,116723164
2019,115528948
2019,116185921
2019,116100091
2019,115980904
2019,116085418
2019,116960664
2019,116086798
2019,116033339
2019,115890025
2019,116638175
2019,115875482
2019,116788489
2019,116657381
2019,116347485
2019,115707653
2019,116556175
2019,115913038
2019,116601537
2019,115902667
2019,115805544
2019,116017926
2019,116843705
2019,117989598
2019,117203001
2019,117172597
2019,116931494
2019,117551768
2019,117653323
2019,117092937
2019,118002363
2019,117186401
2019,116960664
2019,116963870
2019,118175938
2019,117861528
2019,116938778
2019,117385291
2019,117440006
2019,117876809
2019,118127911
2019,119263586
2019,121773104
2019,119261769
2019,118747061
2019,118962398
2019,119361231
2019,118915857
2019,119165095
2019,118440797
2019,120504023
2019,119668945
2019,118151164
2019,118472946
2019,118472547
2019,119235565
2019,119468426
2019,118458850
2019,119054611
2019,118679264
2019,119085700
2019,119480204
2019,119329694
2019,118847862
2019,119085188
2019,120620101
2019,120652445
2019,120614353
2019,119866700
2019,123017728
2019,120237128
2019,120004475
2019,120259630
2019,120689257
2019,120769562
2019,120282443
2019,120563557
2019,119860658
2019,120072536
2019,120184448
2019,120578095
2019,120370144
2019,120327652
2019,120164102
2019,120209101
2019,119673527
2019,119884038
2019,120430016
2019,119883306
2019,120369191
2019,119354520
2019,122342699
2019,121948466
2019,121732833
2019,121006747
2019,122270332
2019,122298991
2019,121258228
2019,121385897
2019,120441995
2019,121101452
2019,121460711
2019,121457255
2019,121948192
2019,121496934
2019,121279642
2019,120893249
2019,121464202
2019,120807626
2019,122175562
2019,122088714
2019,120250882
2019,121715418
2019,122049240
2019,123691852
2019,123839713
2019,122988212
2019,123207886
2019,142476512
2019,123880274
2019,123637379
2019,122585384
2019,123399612
2019,123680940
2019,123319702
2019,123658676
2019,122789213
2019,122568567
2019,123746217
2019,123901961
2019,123380163
2019,122917688
2019,122345873
2019,122832693
2019,122745746
2019,122785768
2019,122794576
2019,123052723
2019,124986178
2019,124691903
2019,124702495
2019,124924902
2019,133303440
2019,123965598
2019,124588557
2019,124342745
2019,125428649
2019,124740352
2019,125234703
2019,124159002
2019,123928157
2019,125002593
2019,124115778
2019,124220859
2019,124483833
2019,124020911
2019,123983818
2019,124447383
2019,124303484
2019,124965501
2019,126303473
2019,126100118
2019,126341348
2019,126250677
2019,126314660
2019,126453908
2019,125429621
2019,125457311
2019,125650087
2019,245682070
2019,125762775
2019,125315680
2019,126211801
2019,126310599
2019,126409585
2019,126121773
2019,184282865
2019,126876528
2019,127316617
2019,127943259
2019,128006810
2019,126701389
2019,127685850
2019,126817069
2019,126956306
2019,127861943
2019,127107585
2019,127039188
2019,127691781
2019,124649587
2019,127577487
2019,127002076
2019,126843228
2019,127835448
2019,126798039
2019,127438233
2019,127253057
2019,126908105
2019,128766279
2019,128716581
2019,128209241
2019,129369838
2019,128476316
2019,129056596
2019,128743347
2019,129055692
2019,128721343
2019,128758437
2019,128039392
2019,128659853
2019,128412739
2019,127959674
2019,128547564
2019,129313087
2019,128259215
2019,128734438
2019,128874214
2019,129170849
2019,128141214
2019,128334870
2019,130466969
2019,129315529
2019,130259438
2019,130487666
2019,130695172
2019,129647656
2019,130285818
2019,129612934
2019,130779223
2019,130162221
2019,129636919
2019,130684654
2019,130620061
2019,129606603
2019,129495049
2019,130390823
2019,129259990
2019,130522981
2019,130671305
2019,130862262
2019,130930367
2019,129584925
2019,130652922
2019,132084205
2019,131988667
2019,131496705
2019,131956704
2019,131183085
2019,131573067
2019,131922003
2019,130920255
2019,131965343
2019,131725571
2019,130958803
2019,131314333
2019,131727184
2019,131221329
2019,130891265
2019,131018435
2019,131657927
2019,131672093
2019,131863728
2019,133454607
2019,132906574
2019,132453616
2019,132385458
2019,133293431
2019,132720067
2019,132340470
2019,133333981
2019,133163828
2019,132323176
2019,132165137
2019,132749948
2019,132404658
2019,132532198
2019,133332790
2019,133450091
2019,132750981
2019,133086665
2019,134612420
2019,134993419
2019,134151387
2019,135030387
2019,133869084
2019,134379766
2019,134620513
2019,134811359
2019,134531259
2019,172835893
2019,133920154
2019,133473839
2019,134592053
2019,134528546
2019,133905422
2019,134770821
2019,135354072
2019,136489987
2019,136690855
2019,135527234
2019,135319712
2019,134985736
2019,135979236
2019,136121909
2019,135679642
2019,135247055
2019,135180758
2019,136000786
2019,135989856
2019,135750146
2019,135640584
2019,136296697
2019,135976465
2019,136017212
2019,136125276
2019,136361925
2019,136274727
2019,135315732
2019,136197752
2019,137501988
2019,137337724
2019,137610724
2019,137561212
2019,137230470
2019,137076289
2019,137960202
2019,137008817
2019,136965177
2019,137760874
2019,136952910
2019,136846829
2019,137736676
2019,136919940
2019,138254381
2019,137078438
2019,137099055
2019,137898232
2019,137540767
2019,137233726
2019,137692494
2019,139535251
2019,138649127
2019,138313621
2019,139020606
2019,138438684
2019,139205786
2019,138506976
2019,139009894
2019,139276855
2019,139339300
2019,139698488
2019,138710535
2019,139407646
2019,139570974
2019,139406632
2019,139250576
2019,139149889
2019,138504676
2019,138680670
2019,139951987
2019,138111823
2019,139026064
2020,141538058
2020,140780633
2020,140892254
2020,139356391
2020,141525672
2020,141367679
2020,140477451
2020,140580985
2020,141225710
2020,139951987
2020,141185823
2020,141293660
2020,140840725
2020,141061222
2020,140042986
2020,141220119
2020,141167909
2020,140793667
2020,141212006
2020,140024815
2020,140263137
2020,140323212
2020,141284664
2020,142853986
2020,143143826
2020,143236020
2020,143148029
2020,165864327
2020,142811624
2020,140900910
2020,141890137
2020,142515886
2020,142789887
2020,141767851
2020,141899215
2020,141748344
2020,142145445
2020,142156398
2020,142597108
2020,142605197
2020,142938947
2020,142477382
2020,141949886
2020,142598110
2020,142841964
2020,142140150
2020,144812973
2020,144595361
2020,144821944
2020,144577730
2020,206618838
2020,144487791
2020,144916737
2020,144406976
2020,143925135
2020,144440072
2020,144771940
2020,143277381
2020,144569970
2020,143876267
2020,143255241
2020,143997264
2020,144231552
2020,143810953
2020,144164903
2020,144009028
2020,142817507
2020,143415245
2020,191891051
2020,146040104
2020,145910007
2020,146541028
2020,146214682
2020,146797734
2020,146044693
2020,145930467
2020,188751241
2020,146395736
2020,146158152
2020,146277976
2020,145685158
2020,444393517
2020,145115824
2020,146832311
2020,146165303
2020,145618811
2020,145214418
2020,146044774
2020,145637858
2020,145247809
2020,145753699
2020,145877472
2020,145532912
2020,146074450
2020,145701048
2020,147260971
2020,147627228
2020,148540678
2020,147798189
2020,148896733
2020,146940519
2020,148878233
2020,147799702
2020,148290044
2020,147408908
2020,146770845
2020,148329448
2020,147367191
2020,148614392
2020,146910324
2020,147919565
2020,148147624
2020,147079677
2020,147257908
2020,147091371
2020,147455225
2020,148525298
2020,146872027
2020,147817346
2020,151387656
2020,151930706
2020,149417007
2020,151441116
2020,151581289
2020,151055589
2020,151419835
2020,150236339
2020,151497031
2020,151389731
2020,149893204
2020,150701598
2020,162301111
2020,149613846
2020,149817529
2020,149775899
2020,156638179
2020,157520342
2020,149818896
2020,151123343
2020,149232453
2020,150678276
2020,149428824
2020,149609809
2020,148774462
2020,152796906
2020,153988860
2020,153719128
2020,160947538
2020,153840196
2020,151775931
2020,153336259
2020,151655978
2020,152016710
2020,152281169
2020,152235201
2020,151701202
2020,152173963
2020,153673901
2020,154556969
2020,152454268
2020,153921474
2020,153075596
2020,152482114
2020,153017639
2020,153721973
2020,153977033
2020,153692214
2020,151733439
2020,151894708
2020,152368341
2020,151782773
2020,154739326
2020,154970537
2020,154157876
2020,154321238
2020,157525597
2020,156611244
2020,155551606
2020,155803923
2020,155493944
2020,155967713
2020,154595114
2020,156698057
2020,155096324
2020,155411303
2020,156023137
2020,156085627
2020,318728425
2020,156829347
2020,154166342
2020,157236903
2020,155195971
2020,156350380
2020,156793573
2020,156038864
2020,155628539
2020,156487121
2020,157985651
2020,158298604
2020,157356947
2020,159894794
2020,157933636
2020,156798884
2020,159795311
2020,157712896
2020,157669705
2020,160422302
2020,157834442
2020,159728852
2020,158926693
2020,155923456
2020,157080516
2020,159498099
2020,160043331
2020,158629142
2020,157845466
2020,160307195
2020,159783214
2020,158860341
2020,158229347
2020,159727989
2020,157132250
2020,157513459
2020,157553560
2020,159825034
2020,163237842
2020,161401852
2020,162910078
2020,160902795
2020,161469104
2020,161626544
2020,162983291
2020,161590486
2020,162276726
2020,162995700
2020,162708995
2020,162119639
2020,161650905
2020,161313553
2020,161863426
2020,160720892
2020,161929947
2020,159468118
2020,161406817
2020,161069746
2020,161185326
2020,160341122
2020,160414128
2020,161184636
2020,160568541
2020,160518139
2020,161573757
2020,168838625
2020,165482192
2020,164074828
2020,162933828
2020,202352083
2020,164938908
2020,165297311
2020,163177150
2020,166708825
2020,162363993
2020,164144278
2020,163811638
2020,164097361
2020,165609345
2020,165732992
2020,165462594
2020,163461843
2020,163891979
2020,166714274
2020,165265328
2020,164823559
2020,162251025
2020,166455387
2020,166505309
2020,164372894
2020,168855206
2020,168548838
2020,169317052
2020,167192035
2020,267307677
2020,168247595
2020,169356091
2020,167840711
2020,168556557
2020,168714905
2020,170108171
2020,168487039
2020,168905966
2020,166148070
2020,166664456
2020,167841089
2020,166699160
2020,167202271
2020,167437975
2020,166546244
2020,168407863
2020,170229327
2020,169312834
2020,167672871
2020,167208835
2020,1073226421
2020,167495859
2020,167984442
2020,166905095
2020,170571779
2020,148187732
2020,172274931
2020,172812109
2020,172173892
2020,171324967
2020,172939845
2020,170762313
2020,171678055
2020,172441747
2020,172405680
2020,176431133
2020,172784251
2020,171710666
2020,172477411
2020,170492610
2020,172150047
2020,171130447
2020,171220485
2020,171587472
2020,171692304
2020,171485667
2020,171805272
2020,170126273
2020,172350916
2020,171732772
2020,175232325
2020,173527223
2020,172244452
2020,173916257
2020,174494635
2020,175249548
2020,172844596
2020,175252126
2020,172740044
2020,175333301
2020,175238260
2020,175572000
2020,172799113
2020,172930936
2020,175504096
2020,174233101
2020,174135128
2020,174909313
2020,175462612
2020,176174398
2020,172526173
2020,174044864
2020,200255949
2020,175772249
2020,174868055
2020,174718167
2020,173853735
2020,176016902
2020,179045948
2020,173397803
2020,176971359
2020,178214191
2020,177841024
2020,176948058
2020,177359979
2020,176903091
2020,176527115
2020,177974677
2020,177195186
2020,178337341
2020,177711584
2020,178548932
2020,178120657
2020,177326777
2020,178370704
2020,177062879
2020,177745057
2020,177847455
2020,177267084
2020,178107242
2020,178418478
2020,180084644
2020,182377212
2020,180702615
2020,179126198
2020,180797553
2020,179993966
2020,181233929
2020,182122969
2020,181065899
2020,181012926
2020,179361103
2020,181174450
2020,180022793
2020,180517342
2020,181874397
2020,181777338
2020,485370623
2020,181997790
2020,181796923
2020,179949260
2020,180113434
2020,180113424
2020,230875993
2020,179960046
2020,185300717
2020,183067502
2020,183574241
2020,182238661
2020,185415363
2020,183504876
2020,182171548
2020,184394018
2020,182887468
2020,182723685
2020,184737790
2020,184809069
2020,183278539
2020,183957218
2020,185162869
2020,183493035
2020,183674107
2020,183087680
2020,182066014
2020,184286726
2020,184005000
2020,184513878
2020,183580757
2020,184587145
2020,183774782
2020,185722456
2020,186798973
2020,187831922
2020,186364839
2020,229133477
2020,187201746
2020,185385623
2020,186724453
2020,185947119
2020,187153113
2020,185052265
2020,186415740
2020,187701643
2020,186803415
2020,351004106
2020,187057195
2020,187433507
2020,185775357
2020,187075861
2020,186951810
2020,186017932
2020,187476023
2020,187463637
2020,185697359
2020,187238297
2020,186059678
2020,188228282
2020,186101142
2020,179745139
2020,188448138
2020,190907782
2020,189556460
2020,190068228
2020,189227356
2020,189497249
2020,190512874
2020,190794216
2020,189017098
2020,190899647
2020,192283818
2020,190162741
2020,188591999
2020,189809011
2020,189439789
2020,190610531
2020,189174626
2020,188770241
2020,190047504
2020,188397461
2020,189251544
2020,190156772
2020,189656500
2020,200484769
2020,189235246
2020,189061524
2020,192966399
2020,191354075
2020,193153128
2020,192377166
2020,192755114
2020,191782885
2020,192519225
2020,192531287
2020,193063847
2020,193164863
2020,193467673
2020,191443920
2020,190843183
2020,193076239
2020,190752469
2020,191168255
2020,191608695
2020,191552475
2020,192351160
2020,192489458
2020,192160306
2020,191817631
2020,192445748
2020,191166469
2020,193204854
2020,192881577
2020,193491643
2020,194318548
2020,193665794
2020,195458163
2020,195392442
2020,194326476
2020,195430186
2020,196207218
2020,194126148
2020,194403295
2020,195949562
2020,193948783
2020,194304575
2020,195981458
2020,193200068
2020,193599665
2020,194243019
2020,222732469
2020,194923977
2020,194165699
2020,194112045
2020,194044221
2020,195370234
2020,193911496
2020,195737999
2020,195929574
2020,195295614
2020,195509833
2020,195306039
2020,195262065
2020,197540189
2020,198193919
2020,196609800
2020,197864719
2020,197488484
2020,197163169
2020,197565823
2020,198569008
2020,198006797
2020,196451773
2020,197547831
2020,198198536
2020,197500683
2020,197318987
2020,197808212
2020,197439446
2020,196167988
2020,197008335
2020,197211855
2020,198218208
2020,198082548
2020,197831754
2020,198318965
2020,196204379
2020,195611516
2020,197198054
2020,198282486
2020,196733960
2020,196326451
2020,201056987
2020,200623398
2020,200717525
2020,199179826
2020,200402938
2020,199595186
2020,198925422
2020,201086287
2020,198874148
2020,199397711
2020,200221044
2020,198835779
2020,345344731
2020,200158644
2020,199071579
2020,404674312
2020,200017088
2020,200371279
2020,200515618
2020,199889463
2020,198722213
2020,199639850
2020,199613322
2020,204031142
2020,199800089
2020,200847677
2020,201637202
2020,202717673
2020,201424909
2020,201618188
2020,201804709
2020,203538925
2020,202246848
2020,202708898
2020,203528627
2020,201976201
2020,203347874
2020,203398821
2020,202688561
2020,200241452
2020,203175019
2020,202634539
2020,202856248
2020,203374531
2020,202190568
2020,201102898
2020,202879579
2020,202561049
2020,202515957
2020,202312974
2020,202630396
2020,254172496
2020,205231099
2020,322009242
2020,205896630
2020,203717150
2020,204572856
2020,204833689
2020,382503834
2020,203978885
2020,203501531
2020,297717943
2020,205485060
2020,205813723
2020,205570221
2020,205232782
2020,205824964
2020,204427877
2020,203503066
2020,203198710
2020,204105211
2020,204486788
2020,202909474
2020,204488464
2020,203843213
2020,202808561
2020,206694332
2020,204776454
2020,204624846
2020,207809223
2020,207951540
2020,206868299
2020,207133798
2020,207372105
2020,206328584
2020,206985459
2020,207866175
2020,207479167
2020,207331335
2020,207049489
2020,206472509
2020,208068435
2020,207809161
2020,207386217
2020,207824724
2020,206141210
2020,206655300
2020,203303209
2020,207711844
2020,205773756
2020,207945771
2020,206395343
2020,206790153
2020,206977790
2020,205943251
2020,209539757
2020,210234324
2020,322007504
2020,210621457
2020,211045588
2020,209749556
2020,210520615
2020,209073252
2020,209728369
2020,210765491
2020,209197382
2020,209042493
2020,208690884
2020,210444359
2020,210192110
2020,210567194
2020,210818418
2020,208584962
2020,210211526
2020,208903515
2020,208629556
2020,210451296
2020,207192548
2020,209219021
2020,210738676
2020,212364987
2020,213312929
2020,211351945
2020,213694698
2020,213227497
2020,211507777
2020,212573418
2020,212386389
2020,212985123
2020,211465040
2020,210936141
2020,210747617
2020,213047998
2020,212724784
2020,211974774
2020,210449838
2020,210855499
2020,212559943
2020,212783465
2020,211565997
2020,212246330
2020,212052480
2020,212076718
2020,214574983
2020,212304846
2020,212713331
2020,211245883
2020,215670270
2020,214059559
2020,756204272
2020,213419373
2020,215225970
2020,215784021
2020,214787234
2020,215016899
2020,215532197
2020,213652346
2020,215698030
2020,214635734
2020,213358267
2020,214141510
2020,215348353
2020,214378724
2020,214017193
2020,214285509
2020,212908677
2020,213419297
2020,215247411
2020,213158781
2020,214628464
2020,214705674
2020,215018166
2020,215486357
2020,215376313
2020,213545256
2020,217466455
2020,218449420
2020,217465303
2020,215900776
2020,216014793
2020,220620159
2020,216537045
2020,218170162
2020,218638968
2020,218242680
2020,220615609
2020,217685438
2020,218478622
2020,218035281
2020,217369923
2020,747574220
2020,219475945
2020,216318531
2020,217319095
2020,216162751
2020,216062680
2020,217434534
2020,217790969
2020,216117699
2020,215704150
2020,216849463
2020,546437486
2020,219605972
2020,218713763
2020,219212018
2020,218679048
2020,322004471
2020,217885374
2020,297635485
2020,220780973
2020,302421647
2020,220599414
2020,220646332
2020,218709164
2020,220802165
2020,220006003
2020,220952689
2020,221083119
2020,220933451
2020,219912646
2020,226340654
2020,219702316
2020,219786022
2020,220429819
2020,220590428
2020,219121299
2020,218024709
2020,219205896
2020,221317352
2020,221567942
2020,222488537
2020,223493754
2020,222713254
2020,222623823
2020,222053044
2020,221694106
2020,223345500
2020,223115454
2020,223045264
2020,222404846
2020,222605385
2020,222565892
2020,223143740
2020,221363311
2020,223178958
2020,223561742
2020,222134316
2020,223446906
2020,222888270
2020,221502330
2020,221358751
2020,221767027
2020,223398503
2020,223611174
2020,221981884
2020,221349604
2020,220514483
2020,226204073
2020,224169038
2020,224840803
2020,225837779
2020,226916284
2020,225254396
2020,226118712
2020,224595476
2020,225907938
2020,225002828
2020,225549021
2020,224136537
2020,224119549
2020,226330797
2020,226177795
2020,226079115
2020,225110471
2020,225538238
2020,224367922
2020,225756997
2020,224570351
2020,224321346
2020,226015114
2020,224612412
2020,226500907
2020,225633149
2020,228344458
2020,227148669
2020,228058124
2020,227469712
2020,228423863
2020,226907060
2020,229138935
2020,229041223
2020,228395099
2020,227353555
2020,227910963
2020,227130004
2020,228903441
2020,228706548
2020,227125741
2020,226942818
2020,227470929
2020,227702443
2020,227672593
2020,227840190
2020,229242063
2020,227355532
2020,228458421
2020,227919231
2020,229005598
2020,227077987
2020,228106496
2020,230450581
2020,230383660
2020,230604856
2020,230175484
2020,230924413
2020,231521798
2020,229541686
2020,230993212
2020,231278018
2020,229533103
2020,231267802
2020,231692673
2020,230856111
2020,230249816
2020,229541354
2020,230993815
2020,231272928
2020,231209027
2020,230181920
2020,230897166
2020,231598808
2020,231237354
2020,230245555
2020,229814297
2020,231531931
2020,230850316
2020,232025906
2020,231355171
2020,229092388
2020,232489298
2020,233635310
2020,233032532
2020,233491991
2020,234208884
2020,232016048
2020,233569872
2020,231548893
2020,233037500
2020,231938326
2020,231776518
2020,232502278
2020,232025906
2020,232205050
2020,232457767
2020,233672077
2020,233407882
2020,232665449
2020,233442221
2020,233729171
2020,232160309
2020,233919663
2020,232832821
2020,231837966
2020,231738386
2020,233647087
2020,236247364
2020,235800512
2020,235072504
2020,234707602
2020,233929233
2020,235212258
2020,235873282
2020,235520791
2020,233729171
2020,235078296
2020,235683943
2020,235019268
2020,234250808
2020,234438323
2020,235436002
2020,235234412
2020,235406069
2020,234656690
2020,235334951
2020,234134353
2020,234630809
2020,235181482
2020,234707768
2020,234069181
2020,235438545
2020,234778235
2020,235519916
2020,235645636
2020,238184821
2020,236399103
2020,238436439
2020,237910972
2020,237094980
2020,237959150
2020,236202958
2020,236828986
2020,237701214
2020,237533589
2020,236346399
2020,238271783
2020,237141853
2020,244369766
2020,236663941
2020,236653838
2020,237014105
2020,237341987
2020,236782520
2020,237592186
2020,236474479
2020,236323143
2020,236362375
2020,238151255
2020,237051888
2020,239735750
2020,239131638
2020,240274608
2020,240260194
2020,240682815
2020,320520598
2020,239000026
2020,238483825
2020,241458189
2020,240638358
2020,240537910
2020,239938493
2020,239274305
2020,238857239
2020,239132176
2020,242052980
2020,238524861
2020,235831490
2020,239340697
2020,240032449
2020,240436753
2020,238690088
2020,239444812
2020,240496487
2020,242408991
2020,240148121
2020,239472962
2020,238822832
2020,241295619
2020,243102303
2020,243145864
2020,257168364
2020,240268632
2020,242493580
2020,241267886
2020,242314198
2020,241185289
2020,240639556
2020,240887479
2020,241694271
2020,242797158
2020,241431755
2020,241435185
2020,241983064
2020,241789718
2020,241264242
2020,240351738
2020,242717194
2020,243258782
2020,415334798
2020,242240711
2020,241132377
2020,244656811
2020,245134827
2020,244192710
2020,245610688
2020,247368345
2020,244018594
2020,245926883
2020,244506537
2020,245411314
2020,244000018
2020,244844530
2020,244091485
2020,243937184
2020,245310912
2020,245503073
2020,244204317
2020,244913041
2020,244795966
2020,244133152
2020,243749525
2020,243681046
2020,245587972
2020,243821551
2020,245824582
2020,244222204
2020,245110126
2020,244322709
2020,243855393
2020,246905817
2020,246437707
2020,270614312
2020,247535807
2020,248067134
2020,246648707
2020,247379498
2020,247153423
2020,246770521
2020,246019837
2020,247004823
2020,248009755
2020,247838970
2020,248478252
2020,247692800
2020,247169547
2020,248140335
2020,246887867
2020,246590727
2020,247012275
2020,247406466
2020,248345942
2020,246305819
2020,247249444
2020,246089163
2020,247181008
2020,250094982
2020,247760845
2020,249747508
2020,250548945
2020,248478095
2020,394293669
2020,249800714
2020,249609971
2020,249736246
2020,250224558
2020,250304087
2020,249252957
2020,250025014
2020,248793080
2020,249261807
2020,249440359
2020,248840978
2020,249946659
2020,249124655
2020,248707328
2020,248420050
2020,248655470
2020,249123150
2020,248856181
2020,250253652
2020,250480150
2020,250484913
2020,252900431
2020,250879531
2020,252082582
2020,250665455
2020,250844255
2020,251887040
2020,251249552
2020,250885925
2020,252191377
2020,264916760
2020,251684846
2020,250976728
2020,251902501
2020,250654473
2020,252125665
2020,252573532
2020,250840872
2020,252034582
2020,250864147
2020,251292363
2020,251494460
2020,251971948
2020,251926296
2020,252170736
2020,250766266
2020,251640456
2020,251028067
2020,252099470
2020,252042868
2020,253542994
2020,253515113
2020,253141880
2020,554101011
2020,254800748
2020,252907037
2020,254424347
2020,254151230
2020,253603281
2020,254486302
2020,253174467
2020,254573470
2020,254986428
2020,254752740
2020,254190780
2020,253728821
2020,254168971
2020,254205804
2020,253886209
2020,254544409
2020,256549787
2020,255469609
2020,255776715
2020,255207715
2020,255215058
2020,255765782
2020,255618233
2020,256651057
2020,256696009
2020,256027877
2020,256800096
2020,255303581
2020,256623488
2020,255179094
2020,255946203
2020,255516848
2020,256608466
2020,322003229
2020,255542287
2020,255545007
2020,256972516
2020,257430822
2020,256489411
2020,256485521
2020,255744372
2020,259097670
2020,259726295
2020,258569064
2020,258613155
2020,258134408
2020,257384825
2020,259605243
2020,259293513
2020,448863107
2020,259230693
2020,258846147
2020,258949570
2020,259160422
2020,259790525
2020,259251356
2020,257995498
2020,257602606
2020,257624276
2020,259092318
2020,259503155
2020,259309783
2020,257999366
2020,257424127
2020,259868136
2020,257888407
2020,258236243
2020,257652116
2020,260302120
2020,262563346
2020,262244568
2020,261947555
2020,262438752
2020,260063627
2020,260003296
2020,260370226
2020,262053083
2020,261751169
2020,260631348
2020,260077818
2020,260326391
2020,262120464
2020,260326046
2020,260549754
2020,261362627
2020,259914196
2020,260983143
2020,260406792
2020,262035539
2020,260322100
2020,262087738
2020,260885342
2020,261892597
2020,261768600
2020,261212431
2020,264833624
2020,264551086
2020,262381316
2020,262964858
2020,263919764
2020,264095178
2020,263527973
2020,262684646
2020,263018806
2020,264592570
2020,265070632
2020,263378319
2020,265092897
2020,264952730
2020,264297221
2020,261984938
2020,264307678
2020,264332485
2020,263459325
2020,267222757
2020,264691362
2020,263367672
2020,262763193
2020,264995781
2020,262647953
2020,267134524
2020,265174492
2020,264958782
2020,266981753
2020,265709355
2020,264105095
2020,265898631
2020,266239410
2020,265334588
2020,267102085
2020,267248641
2020,267140716
2020,267105431
2020,265123589
2020,265088593
2020,265329435
2020,265135980
2020,265822901
2020,267615160
2020,265338605
2020,265743354
2020,267482447
2020,267544806
2020,267556494
2020,267502974
2020,267017437
2020,266566945
2020,267741288
2020,269995517
2020,269523743
2020,269386699
2020,268863121
2020,269950977
2020,270245368
2020,268476081
2020,747404714
2020,269894794
2020,268541182
2020,269607672
